,Código Departamento,Código Municipio,Medio Tecnologico,Utiliza,Cantidad
0,7,701,celular,Usa,47386
1,7,702,celular,Usa,1925
2,7,703,celular,Usa,1591
3,7,704,celular,Usa,11922
4,7,705,celular,Usa,31939
5,7,706,celular,Usa,20593
6,7,707,celular,Usa,5253
7,7,708,celular,Usa,3009
8,7,709,celular,Usa,6898
9,7,710,celular,Usa,10067
10,7,711,celular,Usa,1662
11,7,712,celular,Usa,7106
12,7,713,celular,Usa,13558
13,7,714,celular,Usa,2719
14,7,715,celular,Usa,3248
15,7,716,celular,Usa,1527
16,7,717,celular,Usa,6898
17,7,718,celular,Usa,6629
18,7,719,celular,Usa,19548
19,8,801,celular,Usa,59101
20,8,802,celular,Usa,17306
21,8,803,celular,Usa,25711
22,8,804,celular,Usa,11926
23,8,805,celular,Usa,44053
24,8,806,celular,Usa,20882
25,8,807,celular,Usa,8821
26,8,808,celular,Usa,4947
27,12,1201,celular,Usa,29346
28,12,1202,celular,Usa,48834
29,12,1203,celular,Usa,10641
30,12,1204,celular,Usa,22792
31,12,1205,celular,Usa,20804
32,12,1206,celular,Usa,27804
33,12,1207,celular,Usa,27653
34,12,1208,celular,Usa,6329
35,12,1209,celular,Usa,20830
36,12,1210,celular,Usa,19690
37,12,1211,celular,Usa,9490
38,12,1212,celular,Usa,14218
39,12,1213,celular,Usa,19074
40,12,1214,celular,Usa,8913
41,12,1215,celular,Usa,37548
42,12,1216,celular,Usa,15922
43,12,1217,celular,Usa,19972
44,12,1218,celular,Usa,5216
45,12,1219,celular,Usa,24248
46,12,1220,celular,Usa,11138
47,12,1221,celular,Usa,7595
48,12,1222,celular,Usa,10775
49,12,1223,celular,Usa,9766
50,12,1224,celular,Usa,9114
51,12,1225,celular,Usa,8821
52,12,1226,celular,Usa,9016
53,12,1227,celular,Usa,7210
54,12,1228,celular,Usa,2843
55,12,1229,celular,Usa,6548
56,12,1230,celular,Usa,13427
57,13,1301,celular,Usa,78001
58,13,1302,celular,Usa,40236
59,13,1303,celular,Usa,9951
60,13,1304,celular,Usa,27888
61,13,1305,celular,Usa,15098
62,13,1306,celular,Usa,18223
63,13,1307,celular,Usa,20648
64,13,1308,celular,Usa,21663
65,13,1309,celular,Usa,23807
66,13,1310,celular,Usa,14362
67,13,1311,celular,Usa,17415
68,13,1312,celular,Usa,26127
69,13,1313,celular,Usa,8587
70,13,1314,celular,Usa,5589
71,13,1315,celular,Usa,16049
72,13,1316,celular,Usa,9646
73,13,1317,celular,Usa,15347
74,13,1318,celular,Usa,12435
75,13,1319,celular,Usa,12048
76,13,1320,celular,Usa,13190
77,13,1321,celular,Usa,4023
78,13,1322,celular,Usa,7525
79,13,1323,celular,Usa,9915
80,13,1324,celular,Usa,8465
81,13,1325,celular,Usa,11179
82,13,1326,celular,Usa,40883
83,13,1327,celular,Usa,24359
84,13,1328,celular,Usa,5099
85,13,1329,celular,Usa,3029
86,13,1330,celular,Usa,5468
87,13,1331,celular,Usa,5399
88,13,1332,celular,Usa,8381
89,13,1333,celular,Usa,3133
90,14,1401,celular,Usa,40240
91,14,1402,celular,Usa,14187
92,14,1403,celular,Usa,5355
93,14,1404,celular,Usa,14412
94,14,1405,celular,Usa,17437
95,14,1406,celular,Usa,63138
96,14,1407,celular,Usa,2733
97,14,1408,celular,Usa,12293
98,14,1409,celular,Usa,15248
99,14,1410,celular,Usa,17028
100,14,1411,celular,Usa,11315
101,14,1412,celular,Usa,36685
102,14,1413,celular,Usa,35444
103,14,1414,celular,Usa,10040
104,14,1415,celular,Usa,21887
105,14,1416,celular,Usa,23558
106,14,1417,celular,Usa,6213
107,14,1418,celular,Usa,5851
108,14,1419,celular,Usa,13552
109,14,1420,celular,Usa,41970
110,14,1421,celular,Usa,5374
111,7,701,celular,No Usa,26897
112,7,702,celular,No Usa,1426
113,7,703,celular,No Usa,456
114,7,704,celular,No Usa,6303
115,7,705,celular,No Usa,30842
116,7,706,celular,No Usa,26346
117,7,707,celular,No Usa,2744
118,7,708,celular,No Usa,2357
119,7,709,celular,No Usa,4088
120,7,710,celular,No Usa,2908
121,7,711,celular,No Usa,1600
122,7,712,celular,No Usa,5024
123,7,713,celular,No Usa,11534
124,7,714,celular,No Usa,2093
125,7,715,celular,No Usa,3044
126,7,716,celular,No Usa,748
127,7,717,celular,No Usa,3293
128,7,718,celular,No Usa,2722
129,7,719,celular,No Usa,16540
130,8,801,celular,No Usa,30391
131,8,802,celular,No Usa,12254
132,8,803,celular,No Usa,19951
133,8,804,celular,No Usa,10460
134,8,805,celular,No Usa,40157
135,8,806,celular,No Usa,22759
136,8,807,celular,No Usa,8591
137,8,808,celular,No Usa,3533
138,12,1201,celular,No Usa,10358
139,12,1202,celular,No Usa,18304
140,12,1203,celular,No Usa,5079
141,12,1204,celular,No Usa,23518
142,12,1205,celular,No Usa,15788
143,12,1206,celular,No Usa,23850
144,12,1207,celular,No Usa,33650
145,12,1208,celular,No Usa,6401
146,12,1209,celular,No Usa,18091
147,12,1210,celular,No Usa,11234
148,12,1211,celular,No Usa,4901
149,12,1212,celular,No Usa,10650
150,12,1213,celular,No Usa,17461
151,12,1214,celular,No Usa,5935
152,12,1215,celular,No Usa,37538
153,12,1216,celular,No Usa,9354
154,12,1217,celular,No Usa,10575
155,12,1218,celular,No Usa,3668
156,12,1219,celular,No Usa,16270
157,12,1220,celular,No Usa,8025
158,12,1221,celular,No Usa,7278
159,12,1222,celular,No Usa,7353
160,12,1223,celular,No Usa,7633
161,12,1224,celular,No Usa,6049
162,12,1225,celular,No Usa,4801
163,12,1226,celular,No Usa,6507
164,12,1227,celular,No Usa,3433
165,12,1228,celular,No Usa,1604
166,12,1229,celular,No Usa,4173
167,12,1230,celular,No Usa,10309
168,13,1301,celular,No Usa,22493
169,13,1302,celular,No Usa,30658
170,13,1303,celular,No Usa,5910
171,13,1304,celular,No Usa,19776
172,13,1305,celular,No Usa,20689
173,13,1306,celular,No Usa,12836
174,13,1307,celular,No Usa,10545
175,13,1308,celular,No Usa,16299
176,13,1309,celular,No Usa,10971
177,13,1310,celular,No Usa,11738
178,13,1311,celular,No Usa,13091
179,13,1312,celular,No Usa,18247
180,13,1313,celular,No Usa,12257
181,13,1314,celular,No Usa,5368
182,13,1315,celular,No Usa,7981
183,13,1316,celular,No Usa,6176
184,13,1317,celular,No Usa,14291
185,13,1318,celular,No Usa,20962
186,13,1319,celular,No Usa,14938
187,13,1320,celular,No Usa,12774
188,13,1321,celular,No Usa,4569
189,13,1322,celular,No Usa,7387
190,13,1323,celular,No Usa,7967
191,13,1324,celular,No Usa,5409
192,13,1325,celular,No Usa,5402
193,13,1326,celular,No Usa,37460
194,13,1327,celular,No Usa,16659
195,13,1328,celular,No Usa,4037
196,13,1329,celular,No Usa,3203
197,13,1330,celular,No Usa,3283
198,13,1331,celular,No Usa,2401
199,13,1332,celular,No Usa,4399
200,13,1333,celular,No Usa,1860
201,14,1401,celular,No Usa,22978
202,14,1402,celular,No Usa,9828
203,14,1403,celular,No Usa,3907
204,14,1404,celular,No Usa,12030
205,14,1405,celular,No Usa,20098
206,14,1406,celular,No Usa,53300
207,14,1407,celular,No Usa,2134
208,14,1408,celular,No Usa,7575
209,14,1409,celular,No Usa,9806
210,14,1410,celular,No Usa,15383
211,14,1411,celular,No Usa,14085
212,14,1412,celular,No Usa,27361
213,14,1413,celular,No Usa,24602
214,14,1414,celular,No Usa,10190
215,14,1415,celular,No Usa,29688
216,14,1416,celular,No Usa,19022
217,14,1417,celular,No Usa,4503
218,14,1418,celular,No Usa,3763
219,14,1419,celular,No Usa,17550
220,14,1420,celular,No Usa,36351
221,14,1421,celular,No Usa,2172
222,7,701,celular,No Declara,819
223,7,702,celular,No Declara,36
224,7,703,celular,No Declara,12
225,7,704,celular,No Declara,133
226,7,705,celular,No Declara,628
227,7,706,celular,No Declara,740
228,7,707,celular,No Declara,74
229,7,708,celular,No Declara,71
230,7,709,celular,No Declara,128
231,7,710,celular,No Declara,93
232,7,711,celular,No Declara,61
233,7,712,celular,No Declara,112
234,7,713,celular,No Declara,285
235,7,714,celular,No Declara,34
236,7,715,celular,No Declara,37
237,7,716,celular,No Declara,23
238,7,717,celular,No Declara,109
239,7,718,celular,No Declara,96
240,7,719,celular,No Declara,523
241,8,801,celular,No Declara,1112
242,8,802,celular,No Declara,1750
243,8,803,celular,No Declara,3350
244,8,804,celular,No Declara,420
245,8,805,celular,No Declara,2179
246,8,806,celular,No Declara,784
247,8,807,celular,No Declara,265
248,8,808,celular,No Declara,116
249,12,1201,celular,No Declara,452
250,12,1202,celular,No Declara,596
251,12,1203,celular,No Declara,104
252,12,1204,celular,No Declara,893
253,12,1205,celular,No Declara,445
254,12,1206,celular,No Declara,1460
255,12,1207,celular,No Declara,824
256,12,1208,celular,No Declara,99
257,12,1209,celular,No Declara,1386
258,12,1210,celular,No Declara,254
259,12,1211,celular,No Declara,155
260,12,1212,celular,No Declara,355
261,12,1213,celular,No Declara,451
262,12,1214,celular,No Declara,146
263,12,1215,celular,No Declara,2203
264,12,1216,celular,No Declara,133
265,12,1217,celular,No Declara,402
266,12,1218,celular,No Declara,121
267,12,1219,celular,No Declara,238
268,12,1220,celular,No Declara,195
269,12,1221,celular,No Declara,56
270,12,1222,celular,No Declara,182
271,12,1223,celular,No Declara,545
272,12,1224,celular,No Declara,396
273,12,1225,celular,No Declara,93
274,12,1226,celular,No Declara,428
275,12,1227,celular,No Declara,44
276,12,1228,celular,No Declara,21
277,12,1229,celular,No Declara,71
278,12,1230,celular,No Declara,200
279,13,1301,celular,No Declara,754
280,13,1302,celular,No Declara,677
281,13,1303,celular,No Declara,98
282,13,1304,celular,No Declara,520
283,13,1305,celular,No Declara,423
284,13,1306,celular,No Declara,318
285,13,1307,celular,No Declara,205
286,13,1308,celular,No Declara,497
287,13,1309,celular,No Declara,277
288,13,1310,celular,No Declara,534
289,13,1311,celular,No Declara,466
290,13,1312,celular,No Declara,892
291,13,1313,celular,No Declara,180
292,13,1314,celular,No Declara,93
293,13,1315,celular,No Declara,343
294,13,1316,celular,No Declara,85
295,13,1317,celular,No Declara,1069
296,13,1318,celular,No Declara,700
297,13,1319,celular,No Declara,316
298,13,1320,celular,No Declara,297
299,13,1321,celular,No Declara,116
300,13,1322,celular,No Declara,133
301,13,1323,celular,No Declara,310
302,13,1324,celular,No Declara,95
303,13,1325,celular,No Declara,188
304,13,1326,celular,No Declara,1149
305,13,1327,celular,No Declara,321
306,13,1328,celular,No Declara,62
307,13,1329,celular,No Declara,38
308,13,1330,celular,No Declara,62
309,13,1331,celular,No Declara,86
310,13,1332,celular,No Declara,174
311,13,1333,celular,No Declara,34
312,14,1401,celular,No Declara,2810
313,14,1402,celular,No Declara,245
314,14,1403,celular,No Declara,224
315,14,1404,celular,No Declara,374
316,14,1405,celular,No Declara,307
317,14,1406,celular,No Declara,1596
318,14,1407,celular,No Declara,95
319,14,1408,celular,No Declara,360
320,14,1409,celular,No Declara,888
321,14,1410,celular,No Declara,375
322,14,1411,celular,No Declara,217
323,14,1412,celular,No Declara,1353
324,14,1413,celular,No Declara,776
325,14,1414,celular,No Declara,594
326,14,1415,celular,No Declara,863
327,14,1416,celular,No Declara,371
328,14,1417,celular,No Declara,144
329,14,1418,celular,No Declara,397
330,14,1419,celular,No Declara,433
331,14,1420,celular,No Declara,532
332,14,1421,celular,No Declara,32
333,7,701,computadora,Usa,13887
334,7,702,computadora,Usa,555
335,7,703,computadora,Usa,966
336,7,704,computadora,Usa,3421
337,7,705,computadora,Usa,6898
338,7,706,computadora,Usa,4295
339,7,707,computadora,Usa,2062
340,7,708,computadora,Usa,183
341,7,709,computadora,Usa,2178
342,7,710,computadora,Usa,5827
343,7,711,computadora,Usa,311
344,7,712,computadora,Usa,1303
345,7,713,computadora,Usa,4233
346,7,714,computadora,Usa,769
347,7,715,computadora,Usa,773
348,7,716,computadora,Usa,925
349,7,717,computadora,Usa,3262
350,7,718,computadora,Usa,3307
351,7,719,computadora,Usa,5229
352,8,801,computadora,Usa,21146
353,8,802,computadora,Usa,4456
354,8,803,computadora,Usa,4714
355,8,804,computadora,Usa,3081
356,8,805,computadora,Usa,7540
357,8,806,computadora,Usa,2569
358,8,807,computadora,Usa,467
359,8,808,computadora,Usa,897
360,12,1201,computadora,Usa,13495
361,12,1202,computadora,Usa,20441
362,12,1203,computadora,Usa,2928
363,12,1204,computadora,Usa,6007
364,12,1205,computadora,Usa,2288
365,12,1206,computadora,Usa,3248
366,12,1207,computadora,Usa,3867
367,12,1208,computadora,Usa,1487
368,12,1209,computadora,Usa,1275
369,12,1210,computadora,Usa,3097
370,12,1211,computadora,Usa,2979
371,12,1212,computadora,Usa,2085
372,12,1213,computadora,Usa,3037
373,12,1214,computadora,Usa,1547
374,12,1215,computadora,Usa,6889
375,12,1216,computadora,Usa,3709
376,12,1217,computadora,Usa,4938
377,12,1218,computadora,Usa,707
378,12,1219,computadora,Usa,4957
379,12,1220,computadora,Usa,1571
380,12,1221,computadora,Usa,1329
381,12,1222,computadora,Usa,2059
382,12,1223,computadora,Usa,833
383,12,1224,computadora,Usa,657
384,12,1225,computadora,Usa,947
385,12,1226,computadora,Usa,947
386,12,1227,computadora,Usa,1753
387,12,1228,computadora,Usa,463
388,12,1229,computadora,Usa,1606
389,12,1230,computadora,Usa,2182
390,13,1301,computadora,Usa,37453
391,13,1302,computadora,Usa,7029
392,13,1303,computadora,Usa,2001
393,13,1304,computadora,Usa,2268
394,13,1305,computadora,Usa,1795
395,13,1306,computadora,Usa,2728
396,13,1307,computadora,Usa,6866
397,13,1308,computadora,Usa,3625
398,13,1309,computadora,Usa,3396
399,13,1310,computadora,Usa,424
400,13,1311,computadora,Usa,1167
401,13,1312,computadora,Usa,2890
402,13,1313,computadora,Usa,549
403,13,1314,computadora,Usa,500
404,13,1315,computadora,Usa,978
405,13,1316,computadora,Usa,321
406,13,1317,computadora,Usa,2841
407,13,1318,computadora,Usa,902
408,13,1319,computadora,Usa,610
409,13,1320,computadora,Usa,1445
410,13,1321,computadora,Usa,394
411,13,1322,computadora,Usa,404
412,13,1323,computadora,Usa,1203
413,13,1324,computadora,Usa,1851
414,13,1325,computadora,Usa,1339
415,13,1326,computadora,Usa,6360
416,13,1327,computadora,Usa,3901
417,13,1328,computadora,Usa,764
418,13,1329,computadora,Usa,84
